,agg_net_price_per_unit,aggregator_name,disc_code,disc_percentage,e_backup_product_id,e_product_id,imprint,misc_product_ids,net_units,p_backup_product_id,p_product_id,pod,product_format,product_title,product_type,publisher_price,region_of_sale,revenue_value,sale_type,temp_transaction_date,tnf_net_price_per_unit,total_rental_duration,total_returns_count,total_returns_value,total_sales_count,total_sales_value,trans_currency,trans_type,transaction_date,vendor_code
1321,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1322,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1323,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1324,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1325,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1326,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1327,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1328,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1329,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1330,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1331,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1332,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1333,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1334,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1335,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1336,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1337,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1338,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1339,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1340,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1341,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1342,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1343,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1344,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1345,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1346,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1347,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1348,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1349,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1350,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1351,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1352,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1353,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1354,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1355,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1356,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1357,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1358,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1359,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1360,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1361,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1362,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1363,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1364,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1365,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1366,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1367,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1368,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1369,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1370,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1371,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1372,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1373,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1374,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1375,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1376,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1377,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1378,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1379,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1380,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1381,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1382,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1383,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1384,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1385,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,73.5,Sale,17-08-2020,73.6,0,0,-0.0,1,73.5,USD,SALE,17-08-2020,TAYL
1386,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1387,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1388,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,66.47,Sale,17-08-2020,66.51,0,0,-0.0,1,66.47,USD,SALE,17-08-2020,TAYL
1389,49.67,FOLLETT,NA,0.30000000000000004,1351858920,9781351858922,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Writing Literature Reviews (ebook) 7th,EBK,70.95,US,49.67,Sale,16-08-2020,49.66,0,0,-0.0,1,49.67,USD,SALE,16-08-2020,TAYL
1390,44.07,FOLLETT,NA,0.30000000000000004,1317198301,9781317198307,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,The European Witch-Hunt (ebook) 1st,EBK,62.95,US,44.07,Sale,16-08-2020,44.06,0,0,-0.0,1,44.07,USD,SALE,16-08-2020,TAYL
1391,154.0,FOLLETT,NA,0.30000000000000004,1315450275,9781315450278,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Learning & Behavior (ebook) 8th,EBK,220.0,US,154.0,Sale,16-08-2020,154.0,0,0,-0.0,1,154.0,USD,SALE,16-08-2020,TAYL
1392,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1393,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1394,40.57,FOLLETT,NA,0.30000000000000004,1482261529,9781482261523,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Signals and Systems (ebook) 1st,EBK,57.95,US,40.57,Sale,16-08-2020,40.56,0,0,-0.0,1,40.57,USD,SALE,16-08-2020,TAYL
1395,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1396,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1397,43.37,FOLLETT,NA,0.30000000000000004,1317214501,9781317214502,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Organizational Change for Corporate Sustainability(ebook)4th,EBK,61.95,US,43.37,Sale,16-08-2020,43.36,0,0,-0.0,1,43.37,USD,SALE,16-08-2020,TAYL
1398,41.97,FOLLETT,NA,0.30000000000000004,131788387X,9781317883876,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Women in Eighteenth Century Europe (ebook) 1st,EBK,59.95,US,41.97,Sale,17-08-2020,41.96,0,0,-0.0,1,41.97,USD,SALE,17-08-2020,TAYL
1399,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1400,46.17,FOLLETT,NA,0.20999999999999996,1135145717,9781135145712,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Community Justice (ebook) 2nd,EBK,58.53,US,46.17,Sale,17-08-2020,46.24,0,0,-0.0,1,46.17,USD,SALE,17-08-2020,TAYL
1401,43.37,FOLLETT,NA,0.30000000000000004,1317214501,9781317214502,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Organizational Change for Corporate Sustainability(ebook)4th,EBK,61.95,US,43.37,Sale,17-08-2020,43.36,0,0,-0.0,1,43.37,USD,SALE,17-08-2020,TAYL
1402,58.77,FOLLETT,NA,0.30000000000000004,131744342X,9781317443421,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,Stress Management and Prevention (ebook) 3rd,EBK,83.95,US,58.77,Sale,17-08-2020,58.76,0,0,-0.0,1,58.77,USD,SALE,17-08-2020,TAYL
1403,66.47,FOLLETT,NA,0.15000000000000002,429753756,9780429753756,TAYLOR &FRANCIS/ROUTLEDGE,NA,-1,NA,NA,NA,NA,Corrections in the Community (ebook) 7th,EBK,78.25,US,-66.47,Refund,17-08-2020,66.51,0,1,66.47,0,0.0,USD,RETURNS,17-08-2020,TAYL
1404,73.5,FOLLETT,NA,0.19999999999999996,1317385241,9781317385240,TAYLOR &FRANCIS/ROUTLEDGE,NA,-1,NA,NA,NA,NA,Sex Crimes and Sex Offenders (ebook) 1st,EBK,92.0,US,-73.5,Refund,17-08-2020,73.6,0,1,73.5,0,0.0,USD,RETURNS,17-08-2020,TAYL
1405,18.17,FOLLETT,NA,0.30000000000000004,1136768114,9781136768118,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,On Dialogue (ebook) 2nd,EBK,25.95,US,18.17,Sale,17-08-2020,18.16,0,0,-0.0,1,18.17,USD,SALE,17-08-2020,TAYL
1406,44.07,FOLLETT,NA,0.30000000000000004,1317198301,9781317198307,TAYLOR &FRANCIS/ROUTLEDGE,NA,1,NA,NA,NA,NA,The European Witch-Hunt (ebook) 1st,EBK,62.95,US,44.07,Sale,17-08-2020,44.06,0,0,-0.0,1,44.07,USD,SALE,17-08-2020,TAYL
