,agg_net_price_per_unit,aggregator_name,disc_code,disc_percentage,e_backup_product_id,e_product_id,imprint,misc_product_ids,net_units,p_backup_product_id,p_product_id,pod,product_format,product_title,product_type,publisher_price,region_of_sale,revenue_value,sale_type,temp_transaction_date,tnf_net_price_per_unit,total_rental_duration,total_returns_count,total_returns_value,total_sales_count,total_sales_value,trans_currency,trans_type,transaction_date,vendor_code
1018,257.22,GOOGLE,NA,0.19999999999999996,NA,9781317085515.0,Taylor & Francis,NA,1,NA,NA,NA,NA,Platform Strategy: How to Unlock the Power of Communities and Networks to Grow Your Business,EBK,321.52,NO,257.22,PURCHASE,31-10-2019,257.22,0,0,0.0,1,257.22,NOK,SALE,31-10-2019,NA
1019,110.5,GOOGLE,NA,0.19999999999999996,NA,9781317867739.0,Routledge,NA,1,NA,NA,NA,NA,An Introduction to Cognitive Linguistics,EBK,138.12,PL,110.5,PURCHASE,31-10-2019,110.5,0,0,0.0,1,110.5,PLN,SALE,31-10-2019,NA
1020,97.83,GOOGLE,NA,0.19999999999999996,NA,9781317351672.0,Routledge,NA,1,NA,NA,NA,NA,British Civilization: An Introduction,EBK,122.29,PL,97.83,PURCHASE,31-10-2019,97.83,0,0,0.0,1,97.83,PLN,SALE,31-10-2019,NA
1021,47.62,GOOGLE,NA,0.19999999999999996,NA,9781134519156.0,Routledge,NA,1,NA,NA,NA,NA,Nine Worlds of Seid-Magic: Ecstasy and Neo-Shamanism in North European Paganism,EBK,59.52,SG,47.62,PURCHASE,31-10-2019,47.62,0,0,0.0,1,47.62,SGD,SALE,31-10-2019,NA
1022,50.9,GOOGLE,NA,0.19999999999999996,NA,9781351345231.0,Routledge,NA,1,NA,NA,NA,NA,The Witchcraft Reader,EBK,63.63,AU,50.9,PURCHASE,31-10-2019,50.9,0,0,0.0,1,50.9,AUD,SALE,31-10-2019,NA
1023,28.0,GOOGLE,NA,0.19999999999999996,NA,9781351725460.0,Routledge,NA,1,NA,NA,NA,NA,Cosmological Fine-Tuning Arguments: What (if Anything) Should We Infer from the Fine-Tuning of Our Universe for Life?,EBK,35.0,BE,28.0,PURCHASE,31-10-2019,28.0,0,0,0.0,1,28.0,EUR,SALE,31-10-2019,NA
1024,44.57,GOOGLE,NA,0.19999999999999996,NA,9781420072686.0,CRC Press,NA,1,NA,NA,NA,NA,Combinatorics of Compositions and Words,EBK,55.71,BE,44.57,PURCHASE,31-10-2019,44.57,0,0,0.0,1,44.57,EUR,SALE,31-10-2019,NA
1025,56.73,GOOGLE,NA,0.19999999999999996,NA,9781136727627.0,Routledge,NA,1,NA,NA,NA,NA,Routledge Handbook of Regionalism & Federalism,EBK,70.91,AU,56.73,PURCHASE,31-10-2019,56.73,0,0,0.0,1,56.73,AUD,SALE,31-10-2019,NA
1026,15.33,GOOGLE,NA,0.19999999999999996,NA,9781317276104.0,Routledge,NA,1,NA,NA,NA,NA,Understanding Physical Development in the Early Years: Linking bodies and minds,EBK,19.16,GB,15.33,PURCHASE,31-10-2019,15.33,0,0,0.0,1,15.33,GBP,SALE,31-10-2019,NA
1027,45.86,GOOGLE,NA,0.19999999999999996,NA,9781351169660.0,Routledge,NA,1,NA,NA,NA,NA,Basic Swedish: A Grammar and Workbook,EBK,57.33,AU,45.86,PURCHASE,31-10-2019,45.86,0,0,0.0,1,45.86,AUD,SALE,31-10-2019,NA
1028,28.79,GOOGLE,NA,0.19999999999999996,NA,9781134915842.0,Routledge,NA,1,NA,NA,NA,NA,Museums and Their Visitors,EBK,35.99,IT,28.79,PURCHASE,31-10-2019,28.79,0,0,0.0,1,28.79,EUR,SALE,31-10-2019,NA
1029,24.66,GOOGLE,NA,0.19999999999999996,NA,9781134034123.0,Routledge,NA,1,NA,NA,NA,NA,"Changing Teacher Professionalism: International trends, challenges and ways forward",EBK,30.83,GB,24.66,PURCHASE,31-10-2019,24.66,0,0,0.0,1,24.66,GBP,SALE,31-10-2019,NA
1030,38.09,GOOGLE,NA,0.19999999999999996,NA,9781134016624.0,Routledge,NA,1,NA,NA,NA,NA,Teaching History Online,EBK,47.61,SG,38.09,PURCHASE,31-10-2019,38.09,0,0,0.0,1,38.09,SGD,SALE,31-10-2019,NA
1031,11.33,GOOGLE,NA,0.19999999999999996,NA,9781317576853.0,Routledge,NA,1,NA,NA,NA,NA,Critical Thinking: The Basics,EBK,14.16,GB,11.33,PURCHASE,31-10-2019,11.33,0,0,0.0,1,11.33,GBP,SALE,31-10-2019,NA
1032,11.33,GOOGLE,NA,0.19999999999999996,NA,9781317280262.0,Routledge,NA,1,NA,NA,NA,NA,Get Qualified: Portable Appliance Testing,EBK,14.16,GB,11.33,PURCHASE,31-10-2019,11.33,0,0,0.0,1,11.33,GBP,SALE,31-10-2019,NA
1033,33.59,GOOGLE,NA,0.19999999999999996,NA,9781351400657.0,CRC Press,NA,1,NA,NA,NA,NA,"Handbook of Humidity Measurement, Volume 1: Spectroscopic Methods of Humidity Measurement",EBK,41.99,NL,33.59,PURCHASE,31-10-2019,33.59,0,0,0.0,1,33.59,EUR,SALE,31-10-2019,NA
1034,13.99,GOOGLE,NA,0.19999999999999996,NA,9781134696048.0,Routledge,NA,1,NA,NA,NA,NA,Philosophy of Language: A Contemporary Introduction,EBK,17.49,GB,13.99,PURCHASE,31-10-2019,13.99,0,0,0.0,1,13.99,GBP,SALE,31-10-2019,NA
1035,50.91,GOOGLE,NA,0.19999999999999996,NA,9781351360715.0,Routledge,NA,1,NA,NA,NA,NA,The Routledge Handbook to Referendums and Direct Democracy,EBK,63.64,AU,50.91,PURCHASE,31-10-2019,50.91,0,0,0.0,1,50.91,AUD,SALE,31-10-2019,NA
1036,24.66,GOOGLE,NA,0.19999999999999996,NA,9781317193203.0,Routledge,NA,1,NA,NA,NA,NA,Integrating Critical and Contextual Studies in Art and Design: Possibilities for post-compulsory education,EBK,30.83,GB,24.66,PURCHASE,31-10-2019,24.66,0,0,0.0,1,24.66,GBP,SALE,31-10-2019,NA
1037,11.33,GOOGLE,NA,0.19999999999999996,NA,9781315299815.0,Routledge,NA,1,NA,NA,NA,NA,Fanny Hensel: A Research and Information Guide,EBK,14.16,GB,11.33,PURCHASE,31-10-2019,11.33,0,0,0.0,1,11.33,GBP,SALE,31-10-2019,NA
1038,37580.0,GOOGLE,NA,0.19999999999999996,NA,9781134734610.0,Routledge,NA,1,NA,NA,NA,NA,Viroid Life: Perspectives on Nietzsche and the Transhuman Condition,EBK,0.0,KR,37580.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,37580.0,KRW,SALE,31-10-2019,NA
1039,18.4,GOOGLE,NA,0.19999999999999996,NA,9781136605970.0,Routledge,NA,1,NA,NA,NA,NA,The Toymaker's workshop and Other Tales: Role Play in the Early Years Drama Activities for 3-7 year-olds,EBK,23.0,IE,18.4,PURCHASE,31-10-2019,18.4,0,0,0.0,1,18.4,EUR,SALE,31-10-2019,NA
1040,282.94,GOOGLE,NA,0.19999999999999996,NA,9780429974557.0,Routledge,NA,1,NA,NA,NA,NA,Nicaragua: Emerging From the Shadow of the Eagle,EBK,353.68,NO,282.94,PURCHASE,31-10-2019,282.94,0,0,0.0,1,282.94,NOK,SALE,31-10-2019,NA
1041,232.84,GOOGLE,NA,0.19999999999999996,NA,9781135918453.0,Routledge,NA,1,NA,NA,NA,NA,The Routledge Companion to Management and Organizational History,EBK,291.05,DK,232.84,PURCHASE,31-10-2019,232.84,0,0,0.0,1,232.84,DKK,SALE,31-10-2019,NA
1042,1335.2,GOOGLE,NA,0.19999999999999996,NA,9781482260199.0,CRC Press,NA,1,NA,NA,NA,NA,"Avian Medicine and Surgery in Practice: Companion and Aviary Birds, Second Edition",EBK,0.0,TW,1335.2,PURCHASE,31-10-2019,0.0,0,0,0.0,1,1335.2,TWD,SALE,31-10-2019,NA
1043,12.79,GOOGLE,NA,0.19999999999999996,NA,9781351699730.0,Routledge,NA,1,NA,NA,NA,NA,"Rewriting the Rules: An Anti Self-Help Guide to Love, Sex and Relationships",EBK,15.99,IT,12.79,PURCHASE,31-10-2019,12.79,0,0,0.0,1,12.79,EUR,SALE,31-10-2019,NA
1044,27.33,GOOGLE,NA,0.19999999999999996,NA,9781317761501.0,Routledge,NA,1,NA,NA,NA,NA,Francois Mitterrand: A Study in Political Leadership,EBK,34.16,GB,27.33,PURCHASE,31-10-2019,27.33,0,0,0.0,1,27.33,GBP,SALE,31-10-2019,NA
1045,28.0,GOOGLE,NA,0.19999999999999996,NA,9781000704990.0,Routledge,NA,1,NA,NA,NA,NA,Starting a Practice,EBK,35.0,BH,28.0,PURCHASE,31-10-2019,28.0,0,0,0.0,1,28.0,USD,SALE,31-10-2019,NA
1046,585418.0,GOOGLE,NA,0.19999999999999996,NA,9781420013993.0,CRC Press,NA,1,NA,NA,NA,NA,"Construction Equipment Management for Engineers, Estimators, and Owners",EBK,0.0,ID,585418.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,585418.0,IDR,SALE,31-10-2019,NA
1047,19.33,GOOGLE,NA,0.19999999999999996,NA,9781317202363.0,Routledge,NA,1,NA,NA,NA,NA,Basic Engineering Mathematics,EBK,24.16,GB,19.33,PURCHASE,31-10-2019,19.33,0,0,0.0,1,19.33,GBP,SALE,31-10-2019,NA
1048,21.6,GOOGLE,NA,0.19999999999999996,NA,9781317633631.0,Routledge,NA,1,NA,NA,NA,NA,On Film,EBK,27.0,CH,21.6,PURCHASE,31-10-2019,21.6,0,0,0.0,1,21.6,CHF,SALE,31-10-2019,NA
1049,19.33,GOOGLE,NA,0.19999999999999996,NA,9780429816673.0,Routledge,NA,1,NA,NA,NA,NA,Thinking Critically about Research: A Step by Step Approach,EBK,24.16,GB,19.33,PURCHASE,31-10-2019,19.33,0,0,0.0,1,19.33,GBP,SALE,31-10-2019,NA
1050,274.37,GOOGLE,NA,0.19999999999999996,NA,9781135090319.0,Routledge,NA,1,NA,NA,NA,NA,Risk: Second Edition,EBK,342.96,NO,274.37,PURCHASE,31-10-2019,274.37,0,0,0.0,1,274.37,NOK,SALE,31-10-2019,NA
1051,28.66,GOOGLE,NA,0.19999999999999996,NA,9781317481614.0,Routledge,NA,1,NA,NA,NA,NA,"Event Studies: Theory, research and policy for planned events",EBK,35.82,GB,28.66,PURCHASE,31-10-2019,28.66,0,0,0.0,1,28.66,GBP,SALE,31-10-2019,NA
1052,56.73,GOOGLE,NA,0.19999999999999996,NA,9781136917592.0,Routledge,NA,1,NA,NA,NA,NA,An Intellectual History of Wartime Japan: 1931-1945,EBK,70.91,AU,56.73,PURCHASE,31-10-2019,56.73,0,0,0.0,1,56.73,AUD,SALE,31-10-2019,NA
1053,16.66,GOOGLE,NA,0.19999999999999996,NA,9781317516668.0,Routledge,NA,1,NA,NA,NA,NA,Touch and the Ancient Senses,EBK,20.82,GB,16.66,PURCHASE,31-10-2019,16.66,0,0,0.0,1,16.66,GBP,SALE,31-10-2019,NA
1054,232.84,GOOGLE,NA,0.19999999999999996,NA,9781134466016.0,Routledge,NA,1,NA,NA,NA,NA,The Routledge Companion to Philosophy in Organization Studies,EBK,291.05,DK,232.84,PURCHASE,31-10-2019,232.84,0,0,0.0,1,232.84,DKK,SALE,31-10-2019,NA
1055,23.99,GOOGLE,NA,0.19999999999999996,NA,9781136604577.0,Routledge,NA,1,NA,NA,NA,NA,"Knowledge, Values and Educational Policy: A Critical Perspective",EBK,29.99,GB,23.99,PURCHASE,31-10-2019,23.99,0,0,0.0,1,23.99,GBP,SALE,31-10-2019,NA
1056,22.66,GOOGLE,NA,0.19999999999999996,NA,9781317904397.0,Routledge,NA,1,NA,NA,NA,NA,Statistics for Geography and Environmental Science,EBK,28.33,GB,22.66,PURCHASE,31-10-2019,22.66,0,0,0.0,1,22.66,GBP,SALE,31-10-2019,NA
1057,20.66,GOOGLE,NA,0.19999999999999996,NA,9781315282831.0,Routledge,NA,1,NA,NA,NA,NA,Law Dissertations: A Step-by-Step Guide,EBK,25.82,GB,20.66,PURCHASE,31-10-2019,20.66,0,0,0.0,1,20.66,GBP,SALE,31-10-2019,NA
1058,19.19,GOOGLE,NA,0.19999999999999996,NA,9781134619368.0,CRC Press,NA,1,NA,NA,NA,NA,Quick Sketching with Ron Husband,EBK,23.99,IE,19.19,PURCHASE,31-10-2019,19.19,0,0,0.0,1,19.19,EUR,SALE,31-10-2019,NA
1059,33.59,GOOGLE,NA,0.19999999999999996,NA,9781136340246.0,Routledge,NA,1,NA,NA,NA,NA,Totem And Taboo: Some Points of Agreement between the Mental Lives of Savages and,EBK,41.99,IE,33.59,PURCHASE,31-10-2019,33.59,0,0,0.0,1,33.59,EUR,SALE,31-10-2019,NA
1060,27.49,GOOGLE,NA,0.19999999999999996,NA,9780429763786.0,Routledge,NA,1,NA,NA,NA,NA,Militant Democracy: The Limits of Democratic Tolerance,EBK,34.36,IT,27.49,PURCHASE,31-10-2019,27.49,0,0,0.0,1,27.49,EUR,SALE,31-10-2019,NA
1061,696.88,GOOGLE,NA,0.19999999999999996,NA,9781317937524.0,Routledge,NA,1,NA,NA,NA,NA,Fire Safety and Risk Management: for the NEBOSH National Certificate in Fire Safety and Risk Management,EBK,871.1,ZA,696.88,PURCHASE,31-10-2019,696.88,0,0,0.0,1,696.88,ZAR,SALE,31-10-2019,NA
1062,1839.34,GOOGLE,NA,0.19999999999999996,NA,9781134971077.0,Routledge,NA,1,NA,NA,NA,NA,Aquinas,EBK,0.0,PH,1839.34,PURCHASE,31-10-2019,0.0,0,0,0.0,1,1839.34,PHP,SALE,31-10-2019,NA
1063,35.5,GOOGLE,NA,0.19999999999999996,NA,9781135356910.0,Routledge,NA,1,NA,NA,NA,NA,Brown Eyed Handsome Man: The Life and Hard Times of Chuck Berry,EBK,44.38,AU,35.5,PURCHASE,31-10-2019,35.5,0,0,0.0,1,35.5,AUD,SALE,31-10-2019,NA
1064,50.34,GOOGLE,NA,0.19999999999999996,NA,9781317163176.0,Routledge,NA,1,NA,NA,NA,NA,Comparative Consumer Sales Law,EBK,62.92,SG,50.34,PURCHASE,31-10-2019,50.34,0,0,0.0,1,50.34,SGD,SALE,31-10-2019,NA
1065,50.34,GOOGLE,NA,0.19999999999999996,NA,9781317163176.0,Routledge,NA,-1,NA,NA,NA,NA,Comparative Consumer Sales Law,EBK,62.92,SG,-50.34,REFUNDS,31-10-2019,50.34,0,1,50.34,0,0.0,SGD,SALE,31-10-2019,NA
1066,40.73,GOOGLE,NA,0.19999999999999996,NA,9781351347426.0,Routledge,NA,1,NA,NA,NA,NA,Practical Corporate Planning,EBK,50.91,AU,40.73,PURCHASE,31-10-2019,40.73,0,0,0.0,1,40.73,AUD,SALE,31-10-2019,NA
1067,43454.0,GOOGLE,NA,0.19999999999999996,NA,9780429954498.0,Routledge,NA,1,NA,NA,NA,NA,Political Economy and Policy Analysis,EBK,0.0,KR,43454.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,43454.0,KRW,SALE,31-10-2019,NA
1068,41.4,GOOGLE,NA,0.19999999999999996,NA,9781351276429.0,Routledge,NA,1,NA,NA,NA,NA,"Making Sustainability Work: Best Practices in Managing and Measuring Corporate Social, Environmental and Economic Impacts",EBK,51.75,NZ,41.4,PURCHASE,31-10-2019,41.4,0,0,0.0,1,41.4,NZD,SALE,31-10-2019,NA
1069,446000.0,GOOGLE,NA,0.19999999999999996,NA,9781317498223.0,Routledge,NA,1,NA,NA,NA,NA,Post-Occupancy Evaluation (Routledge Revivals),EBK,0.0,ID,446000.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,446000.0,IDR,SALE,31-10-2019,NA
1070,989.62,GOOGLE,NA,0.19999999999999996,NA,9781351991391.0,CRC Press,NA,1,NA,NA,NA,NA,Rock Slope Engineering: Fourth Edition,EBK,0.0,ZA,989.62,PURCHASE,31-10-2019,0.0,0,0,0.0,1,989.62,ZAR,SALE,31-10-2019,NA
1071,27.2,GOOGLE,NA,0.19999999999999996,NA,9781134223121.0,Routledge,NA,1,NA,NA,NA,NA,Academic Writing: A Handbook for International Students,EBK,34.0,SG,27.2,PURCHASE,31-10-2019,27.2,0,0,0.0,1,27.2,SGD,SALE,31-10-2019,NA
1072,32.0,GOOGLE,NA,0.19999999999999996,NA,9781134789139.0,Routledge,NA,1,NA,NA,NA,NA,Yearning to Belong: Discovering a New Religious Movement,EBK,40.0,BE,32.0,PURCHASE,31-10-2019,32.0,0,0,0.0,1,32.0,EUR,SALE,31-10-2019,NA
1073,872.56,GOOGLE,NA,0.19999999999999996,NA,9781351368803.0,Routledge,NA,1,NA,NA,NA,NA,Mixing Secrets for the Small Studio,EBK,0.0,UA,872.56,PURCHASE,31-10-2019,0.0,0,0,0.0,1,872.56,UAH,SALE,31-10-2019,NA
1074,32.0,GOOGLE,NA,0.19999999999999996,NA,9781134774517.0,Routledge,NA,1,NA,NA,NA,NA,Art and Liberation: Collected Papers of Herbert Marcuse,EBK,40.0,FR,32.0,PURCHASE,31-10-2019,32.0,0,0,0.0,1,32.0,EUR,SALE,31-10-2019,NA
1075,3192.0,GOOGLE,NA,0.19999999999999996,NA,9781439894590.0,CRC Press,NA,1,NA,NA,NA,NA,Essential Statistical Concepts for the Quality Professional,EBK,0.0,IN,3192.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,3192.0,INR,SALE,31-10-2019,NA
1076,59.2,GOOGLE,NA,0.19999999999999996,NA,9781351264389.0,Routledge,NA,1,NA,NA,NA,NA,The Routledge Handbook of Critical Social Work,EBK,74.0,AU,59.2,PURCHASE,31-10-2019,59.2,0,0,0.0,1,59.2,AUD,SALE,31-10-2019,NA
1077,42279.0,GOOGLE,NA,0.19999999999999996,NA,9781351326988.0,Routledge,NA,1,NA,NA,NA,NA,Collective Reflexology: The Complete Edition,EBK,0.0,KR,42279.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,42279.0,KRW,SALE,31-10-2019,NA
1078,265.79,GOOGLE,NA,0.19999999999999996,NA,9781134089840.0,Routledge,NA,1,NA,NA,NA,NA,Social Linguistics and Literacies: Ideology in Discourses,EBK,332.24,NO,265.79,PURCHASE,31-10-2019,265.79,0,0,0.0,1,265.79,NOK,SALE,31-10-2019,NA
1079,39.99,GOOGLE,NA,0.19999999999999996,NA,9781136353079.0,Routledge,NA,1,NA,NA,NA,NA,Tourism Management Dynamics,EBK,49.99,FR,39.99,PURCHASE,31-10-2019,39.99,0,0,0.0,1,39.99,EUR,SALE,31-10-2019,NA
1080,46.36,GOOGLE,NA,0.19999999999999996,NA,9780849303241.0,CRC Press,NA,1,NA,NA,NA,NA,"Asset Management Excellence: Optimizing Equipment Life-Cycle Decisions, Second Edition",EBK,57.95,KW,46.36,PURCHASE,31-10-2019,46.36,0,0,0.0,1,46.36,USD,SALE,31-10-2019,NA
1081,2143.06,GOOGLE,NA,0.19999999999999996,NA,9781134053162.0,Routledge,NA,1,NA,NA,NA,NA,The Logic of Care: Health and the Problem of Patient Choice,EBK,0.0,RU,2143.06,PURCHASE,31-10-2019,0.0,0,0,0.0,1,2143.06,RUB,SALE,31-10-2019,NA
1082,26.39,GOOGLE,NA,0.19999999999999996,NA,9781134181681.0,Routledge,NA,1,NA,NA,NA,NA,"Museums and Education: Purpose, Pedagogy, Performance",EBK,32.99,IT,26.39,PURCHASE,31-10-2019,26.39,0,0,0.0,1,26.39,EUR,SALE,31-10-2019,NA
1083,655128.0,GOOGLE,NA,0.19999999999999996,NA,9780429948596.0,CRC Press,NA,1,NA,NA,NA,NA,Procedural Storytelling in Game Design,EBK,0.0,ID,655128.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,655128.0,IDR,SALE,31-10-2019,NA
1084,90.46,GOOGLE,NA,0.19999999999999996,NA,9781136347184.0,Routledge,NA,1,NA,NA,NA,NA,Building Services Handbook,EBK,113.08,MY,90.46,PURCHASE,31-10-2019,90.46,0,0,0.0,1,90.46,MYR,SALE,31-10-2019,NA
1085,33.59,GOOGLE,NA,0.19999999999999996,NA,9781317996484.0,Routledge,NA,1,NA,NA,NA,NA,Democratic Revolution in Ukraine: From Kuchmagate to Orange Revolution,EBK,41.99,DE,33.59,PURCHASE,31-10-2019,33.59,0,0,0.0,1,33.59,EUR,SALE,31-10-2019,NA
1086,27.49,GOOGLE,NA,0.19999999999999996,NA,9780429603105.0,Routledge,NA,1,NA,NA,NA,NA,Hebrew Popular Journalism: Birth and Development in Ottoman Palestine,EBK,34.36,DE,27.49,PURCHASE,31-10-2019,27.49,0,0,0.0,1,27.49,EUR,SALE,31-10-2019,NA
1087,27.99,GOOGLE,NA,0.19999999999999996,NA,9781351336185.0,Routledge,NA,1,NA,NA,NA,NA,Research Methods for Tourism Students,EBK,34.99,FR,27.99,PURCHASE,31-10-2019,27.99,0,0,0.0,1,27.99,EUR,SALE,31-10-2019,NA
1088,33.6,GOOGLE,NA,0.19999999999999996,NA,9781317146049.0,Routledge,NA,1,NA,NA,NA,NA,Ecotourism and Environmental Sustainability: Principles and Practice,EBK,42.0,FR,33.6,PURCHASE,31-10-2019,33.6,0,0,0.0,1,33.6,EUR,SALE,31-10-2019,NA
1089,30.39,GOOGLE,NA,0.19999999999999996,NA,9781136751806.0,Routledge,NA,1,NA,NA,NA,NA,The International Hospitality Business: Management and Operations,EBK,37.99,FR,30.39,PURCHASE,31-10-2019,30.39,0,0,0.0,1,30.39,EUR,SALE,31-10-2019,NA
1090,234.56,GOOGLE,NA,0.19999999999999996,NA,9781135637750.0,Routledge,NA,1,NA,NA,NA,NA,An Introduction to Philosophical Analysis,EBK,293.2,SE,234.56,PURCHASE,31-10-2019,234.56,0,0,0.0,1,234.56,SEK,SALE,31-10-2019,NA
1091,108.0,GOOGLE,NA,0.19999999999999996,NA,9781134424863.0,CRC Press,NA,1,NA,NA,NA,NA,The Selection and Use of Contract Research Organizations,EBK,135.0,BE,108.0,PURCHASE,31-10-2019,108.0,0,0,0.0,1,108.0,EUR,SALE,31-10-2019,NA
1092,28.79,GOOGLE,NA,0.19999999999999996,NA,9781134692118.0,Routledge,NA,1,NA,NA,NA,NA,Music In Video Games: Studying Play,EBK,35.99,FI,28.79,PURCHASE,31-10-2019,28.79,0,0,0.0,1,28.79,EUR,SALE,31-10-2019,NA
1093,24.66,GOOGLE,NA,0.19999999999999996,NA,9781351182188.0,Routledge,NA,1,NA,NA,NA,NA,"Food and Experiential Marketing: Pleasure, Wellbeing and Consumption",EBK,30.83,GB,24.66,PURCHASE,31-10-2019,24.66,0,0,0.0,1,24.66,GBP,SALE,31-10-2019,NA
1094,24.66,GOOGLE,NA,0.19999999999999996,NA,9781317931218.0,Routledge,NA,1,NA,NA,NA,NA,Advanced Automotive Fault Diagnosis: Automotive Technology: Vehicle Maintenance and Repair,EBK,30.83,GB,24.66,PURCHASE,31-10-2019,24.66,0,0,0.0,1,24.66,GBP,SALE,31-10-2019,NA
1095,492.66,GOOGLE,NA,0.19999999999999996,NA,9781351213097.0,Routledge,NA,1,NA,NA,NA,NA,International Organizations: Perspectives on Global Governance,EBK,615.83,SE,492.66,PURCHASE,31-10-2019,492.66,0,0,0.0,1,492.66,SEK,SALE,31-10-2019,NA
1096,17.59,GOOGLE,NA,0.19999999999999996,NA,9780429923487.0,Routledge,NA,1,NA,NA,NA,NA,Understanding and Treating Dissociative Identity Disorder (or Multiple Personality Disorder),EBK,21.99,IE,17.59,PURCHASE,31-10-2019,17.59,0,0,0.0,1,17.59,EUR,SALE,31-10-2019,NA
1097,57.14,GOOGLE,NA,0.19999999999999996,NA,9781134508365.0,Routledge,NA,1,NA,NA,NA,NA,Law and Religion in Indonesia: Conflict and the courts in West Java,EBK,71.42,SG,57.14,PURCHASE,31-10-2019,57.14,0,0,0.0,1,57.14,SGD,SALE,31-10-2019,NA
1098,16.66,GOOGLE,NA,0.19999999999999996,NA,9781136640179.0,Routledge,NA,1,NA,NA,NA,NA,Unlocking the Emotional Brain: Eliminating Symptoms at Their Roots Using Memory Reconsolidation,EBK,20.82,GB,16.66,PURCHASE,31-10-2019,16.66,0,0,0.0,1,16.66,GBP,SALE,31-10-2019,NA
1099,28.79,GOOGLE,NA,0.19999999999999996,NA,9781351957649.0,Routledge,NA,1,NA,NA,NA,NA,Approaches to Byzantine Architecture and its Decoration: Studies in Honor of Slobodan Curcic,EBK,35.99,IT,28.79,PURCHASE,31-10-2019,28.79,0,0,0.0,1,28.79,EUR,SALE,31-10-2019,NA
1100,147.42,GOOGLE,NA,0.19999999999999996,NA,9781317325239.0,Routledge,NA,1,NA,NA,NA,NA,Colonial Discourse and Post-Colonial Theory: A Reader,EBK,184.28,RO,147.42,PURCHASE,31-10-2019,147.42,0,0,0.0,1,147.42,RON,SALE,31-10-2019,NA
1101,334.4,GOOGLE,NA,0.19999999999999996,NA,9781317700876.0,Routledge,NA,1,NA,NA,NA,NA,"Transformative Change and Real Utopias in Early Childhood Education: A story of democracy, experimentation and potentiality",EBK,418.0,NO,334.4,PURCHASE,31-10-2019,334.4,0,0,0.0,1,334.4,NOK,SALE,31-10-2019,NA
1102,44629.0,GOOGLE,NA,0.19999999999999996,NA,9781351494106.0,Routledge,NA,1,NA,NA,NA,NA,Regional Development Theories and Their Application,EBK,0.0,KR,44629.0,PURCHASE,31-10-2019,0.0,0,0,0.0,1,44629.0,KRW,SALE,31-10-2019,NA
1103,27.99,GOOGLE,NA,0.19999999999999996,NA,9781317128915.0,Routledge,NA,1,NA,NA,NA,NA,Geographies of Urban Sound,EBK,34.99,GB,27.99,PURCHASE,31-10-2019,27.99,0,0,0.0,1,27.99,GBP,SALE,31-10-2019,NA
1104,300.1,GOOGLE,NA,0.19999999999999996,NA,9781136488023.0,Taylor & Francis,NA,1,NA,NA,NA,NA,"Adventure Therapy: Theory, Research, and Practice",EBK,375.12,NO,300.1,PURCHASE,31-10-2019,300.1,0,0,0.0,1,300.1,NOK,SALE,31-10-2019,NA
1105,33.33,GOOGLE,NA,0.19999999999999996,NA,9781317662556.0,Routledge,NA,1,NA,NA,NA,NA,The Dynamics of Managing Diversity: A critical approach,EBK,41.66,GB,33.33,PURCHASE,31-10-2019,33.33,0,0,0.0,1,33.33,GBP,SALE,31-10-2019,NA
1106,4027.24,GOOGLE,NA,0.19999999999999996,NA,9781351818063.0,CRC Press,NA,1,NA,NA,NA,NA,Introduction to Machine Learning with Applications in Information Security,EBK,0.0,IN,4027.24,PURCHASE,31-10-2019,0.0,0,0,0.0,1,4027.24,INR,SALE,31-10-2019,NA
1107,112.52,GOOGLE,NA,0.19999999999999996,NA,9781351788007.0,Routledge,NA,1,NA,NA,NA,NA,Experimental Animation: From Analogue to Digital,EBK,140.65,SA,112.52,PURCHASE,31-10-2019,112.52,0,0,0.0,1,112.52,SAR,SALE,31-10-2019,NA
1108,428.74,GOOGLE,NA,0.19999999999999996,NA,9781317520818.0,Taylor & Francis,NA,1,NA,NA,NA,NA,Recording Orchestra and Other Classical Music Ensembles,EBK,535.93,NO,428.74,PURCHASE,31-10-2019,428.74,0,0,0.0,1,428.74,NOK,SALE,31-10-2019,NA
1109,19.33,GOOGLE,NA,0.19999999999999996,NA,9780429914263.0,Routledge,NA,1,NA,NA,NA,NA,Gender and Power in Families,EBK,24.16,GB,19.33,PURCHASE,31-10-2019,19.33,0,0,0.0,1,19.33,GBP,SALE,31-10-2019,NA
1110,312.74,GOOGLE,NA,0.19999999999999996,NA,9781317272243.0,Routledge,NA,1,NA,NA,NA,NA,Routledge Handbook of Environmental Displacement and Migration,EBK,390.92,SE,312.74,PURCHASE,31-10-2019,312.74,0,0,0.0,1,312.74,SEK,SALE,31-10-2019,NA
